AI Dice Count, Total Dice Count, Active Player Count, Starting Dice, Starting Players
1,20,10,7,12
1,21,10,7,12
1,22,10,7,12
1,23,10,7,12
1,24,10,7,12
1,25,10,7,12
1,26,10,7,12
1,27,10,7,12
1,28,10,7,12
1,29,10,7,12
1,30,10,7,12
1,31,10,7,12
1,32,10,7,12
1,33,10,7,12
1,34,10,7,12
1,35,10,7,12
1,36,10,7,12
1,37,10,7,12
1,38,10,7,12
1,39,10,7,12
1,40,10,7,12
1,41,10,7,12
1,42,10,7,12
1,43,10,7,12
1,44,10,7,12
1,45,10,7,12
1,46,10,7,12
1,47,10,7,12
1,48,10,7,12
1,49,10,7,12
1,50,10,7,12
1,51,10,7,12
1,52,10,7,12
1,53,10,7,12
1,54,10,7,12
1,55,10,7,12
1,56,10,7,12
1,57,10,7,12
1,58,10,7,12
1,59,10,7,12
1,60,10,7,12
1,61,10,7,12
1,62,10,7,12
1,63,10,7,12
1,64,10,7,12
1,65,10,7,12
1,66,10,7,12
1,67,10,7,12
1,68,10,7,12
1,69,10,7,12
2,11,10,7,12
2,12,10,7,12
2,13,10,7,12
2,14,10,7,12
2,15,10,7,12
2,16,10,7,12
2,17,10,7,12
2,18,10,7,12
2,19,10,7,12
2,20,10,7,12
2,21,10,7,12
2,22,10,7,12
2,23,10,7,12
2,24,10,7,12
2,25,10,7,12
2,26,10,7,12
2,27,10,7,12
2,28,10,7,12
2,29,10,7,12
2,30,10,7,12
2,31,10,7,12
2,32,10,7,12
2,33,10,7,12
2,34,10,7,12
2,35,10,7,12
2,36,10,7,12
2,37,10,7,12
2,38,10,7,12
2,39,10,7,12
2,40,10,7,12
2,41,10,7,12
2,42,10,7,12
2,43,10,7,12
2,44,10,7,12
2,45,10,7,12
2,46,10,7,12
2,47,10,7,12
2,48,10,7,12
2,49,10,7,12
2,50,10,7,12
2,51,10,7,12
2,52,10,7,12
2,53,10,7,12
2,54,10,7,12
2,55,10,7,12
2,56,10,7,12
2,57,10,7,12
2,58,10,7,12
2,59,10,7,12
2,60,10,7,12
2,61,10,7,12
2,62,10,7,12
2,63,10,7,12
2,64,10,7,12
2,65,10,7,12
2,66,10,7,12
2,67,10,7,12
2,68,10,7,12
2,69,10,7,12
3,12,10,7,12
3,13,10,7,12
3,14,10,7,12
3,15,10,7,12
3,16,10,7,12
3,17,10,7,12
3,18,10,7,12
3,19,10,7,12
3,20,10,7,12
3,21,10,7,12
3,22,10,7,12
3,23,10,7,12
3,24,10,7,12
3,25,10,7,12
3,26,10,7,12
3,27,10,7,12
3,28,10,7,12
3,29,10,7,12
3,30,10,7,12
3,31,10,7,12
3,32,10,7,12
3,33,10,7,12
3,34,10,7,12
3,35,10,7,12
3,36,10,7,12
3,37,10,7,12
3,38,10,7,12
3,39,10,7,12
3,40,10,7,12
3,41,10,7,12
3,42,10,7,12
3,43,10,7,12
3,44,10,7,12
3,45,10,7,12
3,46,10,7,12
3,47,10,7,12
3,48,10,7,12
3,49,10,7,12
3,50,10,7,12
3,51,10,7,12
3,52,10,7,12
3,53,10,7,12
3,54,10,7,12
3,55,10,7,12
3,56,10,7,12
3,57,10,7,12
3,58,10,7,12
3,59,10,7,12
3,60,10,7,12
3,61,10,7,12
3,62,10,7,12
3,63,10,7,12
3,64,10,7,12
3,65,10,7,12
3,66,10,7,12
3,67,10,7,12
3,68,10,7,12
3,69,10,7,12
4,13,10,7,12
4,14,10,7,12
4,15,10,7,12
4,16,10,7,12
4,17,10,7,12
4,18,10,7,12
4,19,10,7,12
4,20,10,7,12
4,21,10,7,12
4,22,10,7,12
4,23,10,7,12
4,24,10,7,12
4,25,10,7,12
4,26,10,7,12
4,27,10,7,12
4,28,10,7,12
4,29,10,7,12
4,30,10,7,12
4,31,10,7,12
4,32,10,7,12
4,33,10,7,12
4,34,10,7,12
4,35,10,7,12
4,36,10,7,12
4,37,10,7,12
4,38,10,7,12
4,39,10,7,12
4,40,10,7,12
4,41,10,7,12
4,42,10,7,12
4,43,10,7,12
4,44,10,7,12
4,45,10,7,12
4,46,10,7,12
4,47,10,7,12
4,48,10,7,12
4,49,10,7,12
4,50,10,7,12
4,51,10,7,12
4,52,10,7,12
4,53,10,7,12
4,54,10,7,12
4,55,10,7,12
4,56,10,7,12
4,57,10,7,12
4,58,10,7,12
4,59,10,7,12
4,60,10,7,12
4,61,10,7,12
4,62,10,7,12
4,63,10,7,12
4,64,10,7,12
4,65,10,7,12
4,66,10,7,12
4,67,10,7,12
4,68,10,7,12
4,69,10,7,12
5,14,10,7,12
5,15,10,7,12
5,16,10,7,12
5,17,10,7,12
5,18,10,7,12
5,19,10,7,12
5,20,10,7,12
5,21,10,7,12
5,22,10,7,12
5,23,10,7,12
5,24,10,7,12
5,25,10,7,12
5,26,10,7,12
5,27,10,7,12
5,28,10,7,12
5,29,10,7,12
5,30,10,7,12
5,31,10,7,12
5,32,10,7,12
5,33,10,7,12
5,34,10,7,12
5,35,10,7,12
5,36,10,7,12
5,37,10,7,12
5,38,10,7,12
5,39,10,7,12
5,40,10,7,12
5,41,10,7,12
5,42,10,7,12
5,43,10,7,12
5,44,10,7,12
5,45,10,7,12
5,46,10,7,12
5,47,10,7,12
5,48,10,7,12
5,49,10,7,12
5,50,10,7,12
5,51,10,7,12
5,52,10,7,12
5,53,10,7,12
5,54,10,7,12
5,55,10,7,12
5,56,10,7,12
5,57,10,7,12
5,58,10,7,12
5,59,10,7,12
5,60,10,7,12
5,61,10,7,12
5,62,10,7,12
5,63,10,7,12
5,64,10,7,12
5,65,10,7,12
5,66,10,7,12
5,67,10,7,12
5,68,10,7,12
5,69,10,7,12
6,15,10,7,12
6,16,10,7,12
6,17,10,7,12
6,18,10,7,12
6,19,10,7,12
6,20,10,7,12
6,21,10,7,12
6,22,10,7,12
6,23,10,7,12
6,24,10,7,12
6,25,10,7,12
6,26,10,7,12
6,27,10,7,12
6,28,10,7,12
6,29,10,7,12
6,30,10,7,12
6,31,10,7,12
6,32,10,7,12
6,33,10,7,12
6,34,10,7,12
6,35,10,7,12
6,36,10,7,12
6,37,10,7,12
6,38,10,7,12
6,39,10,7,12
6,40,10,7,12
6,41,10,7,12
6,42,10,7,12
6,43,10,7,12
6,44,10,7,12
6,45,10,7,12
6,46,10,7,12
6,47,10,7,12
6,48,10,7,12
6,49,10,7,12
6,50,10,7,12
6,51,10,7,12
6,52,10,7,12
6,53,10,7,12
6,54,10,7,12
6,55,10,7,12
6,56,10,7,12
6,57,10,7,12
6,58,10,7,12
6,59,10,7,12
6,60,10,7,12
6,61,10,7,12
6,62,10,7,12
6,63,10,7,12
6,64,10,7,12
6,65,10,7,12
6,66,10,7,12
6,67,10,7,12
6,68,10,7,12
6,69,10,7,12
1,11,11,7,12
1,12,11,7,12
1,13,11,7,12
1,14,11,7,12
1,15,11,7,12
1,16,11,7,12
1,17,11,7,12
1,18,11,7,12
1,19,11,7,12
1,20,11,7,12
1,21,11,7,12
1,22,11,7,12
1,23,11,7,12
1,24,11,7,12
1,25,11,7,12
1,26,11,7,12
1,27,11,7,12
1,28,11,7,12
1,29,11,7,12
1,30,11,7,12
1,31,11,7,12
1,32,11,7,12
1,33,11,7,12
1,34,11,7,12
1,35,11,7,12
1,36,11,7,12
1,37,11,7,12
1,38,11,7,12
1,39,11,7,12
1,40,11,7,12
1,41,11,7,12
1,42,11,7,12
1,43,11,7,12
1,44,11,7,12
1,45,11,7,12
1,46,11,7,12
1,47,11,7,12
1,48,11,7,12
1,49,11,7,12
1,50,11,7,12
1,51,11,7,12
1,52,11,7,12
1,53,11,7,12
1,54,11,7,12
1,55,11,7,12
1,56,11,7,12
1,57,11,7,12
1,58,11,7,12
1,59,11,7,12
1,60,11,7,12
1,61,11,7,12
1,62,11,7,12
1,63,11,7,12
1,64,11,7,12
1,65,11,7,12
1,66,11,7,12
1,67,11,7,12
1,68,11,7,12
1,69,11,7,12
1,70,11,7,12
1,71,11,7,12
1,72,11,7,12
1,73,11,7,12
1,74,11,7,12
1,75,11,7,12
1,76,11,7,12
2,12,11,7,12
2,13,11,7,12
2,14,11,7,12
2,15,11,7,12
2,16,11,7,12
2,17,11,7,12
2,18,11,7,12
2,19,11,7,12
2,20,11,7,12
2,21,11,7,12
2,22,11,7,12
2,23,11,7,12
2,24,11,7,12
2,25,11,7,12
2,26,11,7,12
2,27,11,7,12
2,28,11,7,12
2,29,11,7,12
2,30,11,7,12
2,31,11,7,12
2,32,11,7,12
2,33,11,7,12
2,34,11,7,12
2,35,11,7,12
2,36,11,7,12
2,37,11,7,12
2,38,11,7,12
2,39,11,7,12
2,40,11,7,12
2,41,11,7,12
2,42,11,7,12
2,43,11,7,12
2,44,11,7,12
2,45,11,7,12
2,46,11,7,12
2,47,11,7,12
2,48,11,7,12
2,49,11,7,12
2,50,11,7,12
2,51,11,7,12
2,52,11,7,12
2,53,11,7,12
2,54,11,7,12
2,55,11,7,12
2,56,11,7,12
2,57,11,7,12
2,58,11,7,12
2,59,11,7,12
2,60,11,7,12
2,61,11,7,12
2,62,11,7,12
2,63,11,7,12
2,64,11,7,12
2,65,11,7,12
2,66,11,7,12
2,67,11,7,12
2,68,11,7,12
2,69,11,7,12
2,70,11,7,12
2,71,11,7,12
2,72,11,7,12
2,73,11,7,12
2,74,11,7,12
2,75,11,7,12
2,76,11,7,12
3,13,11,7,12
3,14,11,7,12
3,15,11,7,12
3,16,11,7,12
3,17,11,7,12
3,18,11,7,12
3,19,11,7,12
3,20,11,7,12
3,21,11,7,12
3,22,11,7,12
3,23,11,7,12
3,24,11,7,12
3,25,11,7,12
3,26,11,7,12
3,27,11,7,12
3,28,11,7,12
3,29,11,7,12
3,30,11,7,12
3,31,11,7,12
3,32,11,7,12
3,33,11,7,12
3,34,11,7,12
3,35,11,7,12
3,36,11,7,12
3,37,11,7,12
3,38,11,7,12
3,39,11,7,12
3,40,11,7,12
3,41,11,7,12
3,42,11,7,12
3,43,11,7,12
3,44,11,7,12
3,45,11,7,12
3,46,11,7,12
3,47,11,7,12
3,48,11,7,12
3,49,11,7,12
3,50,11,7,12
3,51,11,7,12
3,52,11,7,12
3,53,11,7,12
3,54,11,7,12
3,55,11,7,12
3,56,11,7,12
3,57,11,7,12
3,58,11,7,12
3,59,11,7,12
3,60,11,7,12
3,61,11,7,12
3,62,11,7,12
3,63,11,7,12
3,64,11,7,12
3,65,11,7,12
3,66,11,7,12
3,67,11,7,12
3,68,11,7,12
3,69,11,7,12
3,70,11,7,12
3,71,11,7,12
3,72,11,7,12
3,73,11,7,12
3,74,11,7,12
3,75,11,7,12
3,76,11,7,12
4,14,11,7,12
4,15,11,7,12
4,16,11,7,12
4,17,11,7,12
4,18,11,7,12
4,19,11,7,12
4,20,11,7,12
4,21,11,7,12
4,22,11,7,12
4,23,11,7,12
4,24,11,7,12
4,25,11,7,12
4,26,11,7,12
4,27,11,7,12
4,28,11,7,12
4,29,11,7,12
4,30,11,7,12
4,31,11,7,12
4,32,11,7,12
4,33,11,7,12
4,34,11,7,12
4,35,11,7,12
4,36,11,7,12
4,37,11,7,12
4,38,11,7,12
4,39,11,7,12
4,40,11,7,12
4,41,11,7,12
4,42,11,7,12
4,43,11,7,12
4,44,11,7,12
4,45,11,7,12
4,46,11,7,12
4,47,11,7,12
4,48,11,7,12
4,49,11,7,12
4,50,11,7,12
4,51,11,7,12
4,52,11,7,12
4,53,11,7,12
4,54,11,7,12
4,55,11,7,12
4,56,11,7,12
4,57,11,7,12
4,58,11,7,12
4,59,11,7,12
4,60,11,7,12
4,61,11,7,12
4,62,11,7,12
4,63,11,7,12
4,64,11,7,12
4,65,11,7,12
4,66,11,7,12
4,67,11,7,12
4,68,11,7,12
4,69,11,7,12
4,70,11,7,12
4,71,11,7,12
4,72,11,7,12
4,73,11,7,12
4,74,11,7,12
4,75,11,7,12
4,76,11,7,12
5,15,11,7,12
5,16,11,7,12
5,17,11,7,12
5,18,11,7,12
5,19,11,7,12
5,20,11,7,12
5,21,11,7,12
5,22,11,7,12
5,23,11,7,12
5,24,11,7,12
5,25,11,7,12
5,26,11,7,12
5,27,11,7,12
5,28,11,7,12
5,29,11,7,12
5,30,11,7,12
5,31,11,7,12
5,32,11,7,12
5,33,11,7,12
5,34,11,7,12
5,35,11,7,12
5,36,11,7,12
5,37,11,7,12
5,38,11,7,12
5,39,11,7,12
5,40,11,7,12
5,41,11,7,12
5,42,11,7,12
5,43,11,7,12
5,44,11,7,12
5,45,11,7,12
5,46,11,7,12
5,47,11,7,12
5,48,11,7,12
5,49,11,7,12
5,50,11,7,12
5,51,11,7,12
5,52,11,7,12
5,53,11,7,12
5,54,11,7,12
5,55,11,7,12
5,56,11,7,12
5,57,11,7,12
5,58,11,7,12
5,59,11,7,12
5,60,11,7,12
5,61,11,7,12
5,62,11,7,12
5,63,11,7,12
5,64,11,7,12
5,65,11,7,12
5,66,11,7,12
5,67,11,7,12
5,68,11,7,12
5,69,11,7,12
5,70,11,7,12
5,71,11,7,12
5,72,11,7,12
5,73,11,7,12
5,74,11,7,12
5,75,11,7,12
5,76,11,7,12
6,16,11,7,12
6,17,11,7,12
6,18,11,7,12
6,19,11,7,12
6,20,11,7,12
6,21,11,7,12
6,22,11,7,12
6,23,11,7,12
6,24,11,7,12
6,25,11,7,12
6,26,11,7,12
6,27,11,7,12
6,28,11,7,12
6,29,11,7,12
6,30,11,7,12
6,31,11,7,12
6,32,11,7,12
6,33,11,7,12
6,34,11,7,12
6,35,11,7,12
6,36,11,7,12
6,37,11,7,12
6,38,11,7,12
6,39,11,7,12
6,40,11,7,12
6,41,11,7,12
6,42,11,7,12
6,43,11,7,12
6,44,11,7,12
6,45,11,7,12
6,46,11,7,12
6,47,11,7,12
6,48,11,7,12
6,49,11,7,12
6,50,11,7,12
6,51,11,7,12
6,52,11,7,12
6,53,11,7,12
6,54,11,7,12
6,55,11,7,12
6,56,11,7,12
6,57,11,7,12
6,58,11,7,12
6,59,11,7,12
6,60,11,7,12
6,61,11,7,12
6,62,11,7,12
6,63,11,7,12
6,64,11,7,12
6,65,11,7,12
6,66,11,7,12
6,67,11,7,12
6,68,11,7,12
6,69,11,7,12
6,70,11,7,12
6,71,11,7,12
6,72,11,7,12
6,73,11,7,12
6,74,11,7,12
6,75,11,7,12
6,76,11,7,12
1,2,2,8,12
1,3,2,8,12
1,4,2,8,12
1,5,2,8,12
1,6,2,8,12
1,7,2,8,12
1,8,2,8,12
1,9,2,8,12
1,10,2,8,12
1,11,2,8,12
1,12,2,8,12
1,13,2,8,12
1,14,2,8,12
1,15,2,8,12
2,3,2,8,12
2,4,2,8,12
2,5,2,8,12
2,6,2,8,12
2,7,2,8,12
2,8,2,8,12
2,9,2,8,12
2,10,2,8,12
2,11,2,8,12
2,12,2,8,12
2,13,2,8,12
2,14,2,8,12
2,15,2,8,12
3,4,2,8,12
3,5,2,8,12
3,6,2,8,12
3,7,2,8,12
3,8,2,8,12
3,9,2,8,12
3,10,2,8,12
3,11,2,8,12
3,12,2,8,12
3,13,2,8,12
3,14,2,8,12
3,15,2,8,12
4,5,2,8,12
4,6,2,8,12
4,7,2,8,12
4,8,2,8,12
4,9,2,8,12
4,10,2,8,12
4,11,2,8,12
4,12,2,8,12
4,13,2,8,12
4,14,2,8,12
4,15,2,8,12
5,6,2,8,12
5,7,2,8,12
5,8,2,8,12
5,9,2,8,12
5,10,2,8,12
5,11,2,8,12
5,12,2,8,12
5,13,2,8,12
5,14,2,8,12
5,15,2,8,12
6,7,2,8,12
6,8,2,8,12
6,9,2,8,12
6,10,2,8,12
6,11,2,8,12
6,12,2,8,12
6,13,2,8,12
6,14,2,8,12
6,15,2,8,12
7,8,2,8,12
7,9,2,8,12
7,10,2,8,12
7,11,2,8,12
7,12,2,8,12
7,13,2,8,12
7,14,2,8,12
7,15,2,8,12
1,3,3,8,12
1,4,3,8,12
1,5,3,8,12
1,6,3,8,12
1,7,3,8,12
1,8,3,8,12
1,9,3,8,12
1,10,3,8,12
1,11,3,8,12
1,12,3,8,12
1,13,3,8,12
1,14,3,8,12
1,15,3,8,12
1,16,3,8,12
1,17,3,8,12
1,18,3,8,12
1,19,3,8,12
1,20,3,8,12
1,21,3,8,12
1,22,3,8,12
1,23,3,8,12
2,4,3,8,12
2,5,3,8,12
2,6,3,8,12
2,7,3,8,12
2,8,3,8,12
2,9,3,8,12
2,10,3,8,12
2,11,3,8,12
2,12,3,8,12
2,13,3,8,12
2,14,3,8,12
2,15,3,8,12
2,16,3,8,12
2,17,3,8,12
2,18,3,8,12
2,19,3,8,12
2,20,3,8,12
2,21,3,8,12
2,22,3,8,12
2,23,3,8,12
3,5,3,8,12
3,6,3,8,12
3,7,3,8,12
3,8,3,8,12
3,9,3,8,12
3,10,3,8,12
3,11,3,8,12
3,12,3,8,12
3,13,3,8,12
3,14,3,8,12
3,15,3,8,12
3,16,3,8,12
3,17,3,8,12
3,18,3,8,12
3,19,3,8,12
3,20,3,8,12
3,21,3,8,12
3,22,3,8,12
3,23,3,8,12
4,6,3,8,12
4,7,3,8,12
4,8,3,8,12
4,9,3,8,12
4,10,3,8,12
4,11,3,8,12
4,12,3,8,12
4,13,3,8,12
4,14,3,8,12
4,15,3,8,12
4,16,3,8,12
4,17,3,8,12
4,18,3,8,12
4,19,3,8,12
4,20,3,8,12
4,21,3,8,12
4,22,3,8,12
4,23,3,8,12
5,7,3,8,12
5,8,3,8,12
5,9,3,8,12
5,10,3,8,12
5,11,3,8,12
5,12,3,8,12
5,13,3,8,12
5,14,3,8,12
5,15,3,8,12
5,16,3,8,12
5,17,3,8,12
5,18,3,8,12
5,19,3,8,12
5,20,3,8,12
5,21,3,8,12
5,22,3,8,12
5,23,3,8,12
6,8,3,8,12
6,9,3,8,12
6,10,3,8,12
6,11,3,8,12
6,12,3,8,12
6,13,3,8,12
6,14,3,8,12
6,15,3,8,12
6,16,3,8,12
6,17,3,8,12
6,18,3,8,12
6,19,3,8,12
6,20,3,8,12
6,21,3,8,12
6,22,3,8,12
6,23,3,8,12
7,9,3,8,12
7,10,3,8,12
7,11,3,8,12
7,12,3,8,12
7,13,3,8,12
7,14,3,8,12
7,15,3,8,12
7,16,3,8,12
7,17,3,8,12
7,18,3,8,12
7,19,3,8,12
7,20,3,8,12
7,21,3,8,12
7,22,3,8,12
7,23,3,8,12
1,4,4,8,12
1,5,4,8,12
1,6,4,8,12
1,7,4,8,12
1,8,4,8,12
1,9,4,8,12
1,10,4,8,12
1,11,4,8,12
1,12,4,8,12
1,13,4,8,12
1,14,4,8,12
1,15,4,8,12
1,16,4,8,12
1,17,4,8,12
1,18,4,8,12
1,19,4,8,12
1,20,4,8,12
1,21,4,8,12
1,22,4,8,12
1,23,4,8,12
1,24,4,8,12
1,25,4,8,12
1,26,4,8,12
1,27,4,8,12
1,28,4,8,12
1,29,4,8,12
1,30,4,8,12
1,31,4,8,12
2,5,4,8,12
2,6,4,8,12
2,7,4,8,12
2,8,4,8,12
2,9,4,8,12
2,10,4,8,12
2,11,4,8,12
2,12,4,8,12
2,13,4,8,12
2,14,4,8,12
2,15,4,8,12
2,16,4,8,12
2,17,4,8,12
2,18,4,8,12
2,19,4,8,12
2,20,4,8,12
2,21,4,8,12
2,22,4,8,12
2,23,4,8,12
2,24,4,8,12
2,25,4,8,12
2,26,4,8,12
2,27,4,8,12
2,28,4,8,12
2,29,4,8,12
2,30,4,8,12
2,31,4,8,12
3,6,4,8,12
3,7,4,8,12
3,8,4,8,12
3,9,4,8,12
3,10,4,8,12
3,11,4,8,12
3,12,4,8,12
3,13,4,8,12
3,14,4,8,12
3,15,4,8,12
3,16,4,8,12
3,17,4,8,12
3,18,4,8,12
3,19,4,8,12
3,20,4,8,12
3,21,4,8,12
3,22,4,8,12
3,23,4,8,12
3,24,4,8,12
3,25,4,8,12
3,26,4,8,12
3,27,4,8,12
3,28,4,8,12
3,29,4,8,12
3,30,4,8,12
3,31,4,8,12
4,7,4,8,12
4,8,4,8,12
4,9,4,8,12
4,10,4,8,12
4,11,4,8,12
4,12,4,8,12
4,13,4,8,12
4,14,4,8,12
4,15,4,8,12
4,16,4,8,12
4,17,4,8,12
4,18,4,8,12
4,19,4,8,12
4,20,4,8,12
4,21,4,8,12
4,22,4,8,12
4,23,4,8,12
4,24,4,8,12
4,25,4,8,12
4,26,4,8,12
4,27,4,8,12
4,28,4,8,12
4,29,4,8,12
4,30,4,8,12
4,31,4,8,12
5,8,4,8,12
5,9,4,8,12
5,10,4,8,12
5,11,4,8,12
5,12,4,8,12
5,13,4,8,12
5,14,4,8,12
5,15,4,8,12
5,16,4,8,12
5,17,4,8,12
5,18,4,8,12
5,19,4,8,12
5,20,4,8,12
5,21,4,8,12
5,22,4,8,12
5,23,4,8,12
5,24,4,8,12
5,25,4,8,12
5,26,4,8,12
5,27,4,8,12
5,28,4,8,12
5,29,4,8,12
5,30,4,8,12
5,31,4,8,12
6,9,4,8,12
6,10,4,8,12
6,11,4,8,12
6,12,4,8,12
6,13,4,8,12
6,14,4,8,12
6,15,4,8,12
6,16,4,8,12
6,17,4,8,12
6,18,4,8,12
6,19,4,8,12
6,20,4,8,12
6,21,4,8,12
6,22,4,8,12
6,23,4,8,12
6,24,4,8,12
6,25,4,8,12
6,26,4,8,12
6,27,4,8,12
6,28,4,8,12
6,29,4,8,12
6,30,4,8,12
6,31,4,8,12
7,10,4,8,12
7,11,4,8,12
7,12,4,8,12
7,13,4,8,12
7,14,4,8,12
7,15,4,8,12
7,16,4,8,12
7,17,4,8,12
7,18,4,8,12
7,19,4,8,12
7,20,4,8,12
7,21,4,8,12
7,22,4,8,12
7,23,4,8,12
7,24,4,8,12
7,25,4,8,12
7,26,4,8,12
7,27,4,8,12
7,28,4,8,12
7,29,4,8,12
7,30,4,8,12
7,31,4,8,12
1,5,5,8,12
1,6,5,8,12
1,7,5,8,12
1,8,5,8,12
1,9,5,8,12
1,10,5,8,12
1,11,5,8,12
1,12,5,8,12
1,13,5,8,12
1,14,5,8,12
1,15,5,8,12
1,16,5,8,12
1,17,5,8,12
1,18,5,8,12
1,19,5,8,12
1,20,5,8,12
1,21,5,8,12
1,22,5,8,12
1,23,5,8,12
1,24,5,8,12
1,25,5,8,12
1,26,5,8,12
1,27,5,8,12
1,28,5,8,12
1,29,5,8,12
1,30,5,8,12
1,31,5,8,12
1,32,5,8,12
1,33,5,8,12
1,34,5,8,12
1,35,5,8,12
1,36,5,8,12
1,37,5,8,12
1,38,5,8,12
1,39,5,8,12
2,6,5,8,12
2,7,5,8,12
2,8,5,8,12
2,9,5,8,12
2,10,5,8,12
2,11,5,8,12
2,12,5,8,12
2,13,5,8,12
2,14,5,8,12
2,15,5,8,12
2,16,5,8,12
2,17,5,8,12
2,18,5,8,12
2,19,5,8,12
2,20,5,8,12
2,21,5,8,12
2,22,5,8,12
2,23,5,8,12
2,24,5,8,12
2,25,5,8,12
2,26,5,8,12
2,27,5,8,12
2,28,5,8,12
2,29,5,8,12
2,30,5,8,12
2,31,5,8,12
2,32,5,8,12
2,33,5,8,12
2,34,5,8,12
2,35,5,8,12
2,36,5,8,12
2,37,5,8,12
2,38,5,8,12
2,39,5,8,12
3,7,5,8,12
3,8,5,8,12
3,9,5,8,12
3,10,5,8,12
3,11,5,8,12
3,12,5,8,12
3,13,5,8,12
3,14,5,8,12
3,15,5,8,12
3,16,5,8,12
3,17,5,8,12
3,18,5,8,12
3,19,5,8,12
3,20,5,8,12
3,21,5,8,12
3,22,5,8,12
3,23,5,8,12
3,24,5,8,12
3,25,5,8,12
3,26,5,8,12
3,27,5,8,12
3,28,5,8,12
3,29,5,8,12
3,30,5,8,12
3,31,5,8,12
3,32,5,8,12
3,33,5,8,12
3,34,5,8,12
3,35,5,8,12
3,36,5,8,12
3,37,5,8,12
3,38,5,8,12
3,39,5,8,12
4,8,5,8,12
4,9,5,8,12
4,10,5,8,12
4,11,5,8,12
4,12,5,8,12
4,13,5,8,12
4,14,5,8,12
4,15,5,8,12
4,16,5,8,12
4,17,5,8,12
4,18,5,8,12
4,19,5,8,12
4,20,5,8,12
4,21,5,8,12
4,22,5,8,12
4,23,5,8,12
4,24,5,8,12
4,25,5,8,12
4,26,5,8,12
4,27,5,8,12
4,28,5,8,12
4,29,5,8,12
4,30,5,8,12
4,31,5,8,12
4,32,5,8,12
4,33,5,8,12
4,34,5,8,12
4,35,5,8,12
4,36,5,8,12
4,37,5,8,12
4,38,5,8,12
4,39,5,8,12
5,9,5,8,12
5,10,5,8,12
5,11,5,8,12
5,12,5,8,12
5,13,5,8,12
5,14,5,8,12
5,15,5,8,12
5,16,5,8,12
5,17,5,8,12
5,18,5,8,12
5,19,5,8,12
5,20,5,8,12
5,21,5,8,12
5,22,5,8,12
5,23,5,8,12
5,24,5,8,12
5,25,5,8,12
5,26,5,8,12
5,27,5,8,12
5,28,5,8,12
5,29,5,8,12
5,30,5,8,12
5,31,5,8,12
5,32,5,8,12
5,33,5,8,12
5,34,5,8,12
5,35,5,8,12
5,36,5,8,12
5,37,5,8,12
5,38,5,8,12
5,39,5,8,12
6,10,5,8,12
6,11,5,8,12
6,12,5,8,12
6,13,5,8,12
6,14,5,8,12
6,15,5,8,12
6,16,5,8,12
6,17,5,8,12
6,18,5,8,12
6,19,5,8,12
6,20,5,8,12
6,21,5,8,12
6,22,5,8,12
6,23,5,8,12
6,24,5,8,12
6,25,5,8,12
6,26,5,8,12
6,27,5,8,12
6,28,5,8,12
6,29,5,8,12
6,30,5,8,12
6,31,5,8,12
6,32,5,8,12
6,33,5,8,12
6,34,5,8,12
6,35,5,8,12
6,36,5,8,12
6,37,5,8,12
6,38,5,8,12
6,39,5,8,12
7,11,5,8,12
7,12,5,8,12
7,13,5,8,12
7,14,5,8,12
7,15,5,8,12
7,16,5,8,12
7,17,5,8,12
7,18,5,8,12
7,19,5,8,12
7,20,5,8,12
7,21,5,8,12
7,22,5,8,12
7,23,5,8,12
7,24,5,8,12
7,25,5,8,12
7,26,5,8,12
7,27,5,8,12
7,28,5,8,12
7,29,5,8,12
7,30,5,8,12
7,31,5,8,12
7,32,5,8,12
7,33,5,8,12
7,34,5,8,12
7,35,5,8,12
7,36,5,8,12
7,37,5,8,12
7,38,5,8,12
7,39,5,8,12
1,6,6,8,12
1,7,6,8,12
1,8,6,8,12
1,9,6,8,12
1,10,6,8,12
1,11,6,8,12
1,12,6,8,12
1,13,6,8,12
1,14,6,8,12
1,15,6,8,12
1,16,6,8,12
1,17,6,8,12
1,18,6,8,12
1,19,6,8,12
1,20,6,8,12
1,21,6,8,12
1,22,6,8,12
1,23,6,8,12
1,24,6,8,12
1,25,6,8,12
1,26,6,8,12
1,27,6,8,12
1,28,6,8,12
1,29,6,8,12
1,30,6,8,12
1,31,6,8,12
1,32,6,8,12
1,33,6,8,12
1,34,6,8,12
1,35,6,8,12
1,36,6,8,12
1,37,6,8,12
1,38,6,8,12
1,39,6,8,12
1,40,6,8,12
1,41,6,8,12
1,42,6,8,12
1,43,6,8,12
1,44,6,8,12
1,45,6,8,12
1,46,6,8,12
1,47,6,8,12
2,7,6,8,12
2,8,6,8,12
2,9,6,8,12
2,10,6,8,12
2,11,6,8,12
2,12,6,8,12
2,13,6,8,12
2,14,6,8,12
2,15,6,8,12
2,16,6,8,12
2,17,6,8,12
2,18,6,8,12
2,19,6,8,12
2,20,6,8,12
2,21,6,8,12
2,22,6,8,12
2,23,6,8,12
2,24,6,8,12
2,25,6,8,12
2,26,6,8,12
2,27,6,8,12
2,28,6,8,12
2,29,6,8,12
2,30,6,8,12
2,31,6,8,12
2,32,6,8,12
2,33,6,8,12
2,34,6,8,12
2,35,6,8,12
2,36,6,8,12
2,37,6,8,12
2,38,6,8,12
2,39,6,8,12
2,40,6,8,12
2,41,6,8,12
2,42,6,8,12
